,title,sonnet_num,line,line_number_global,line_number,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
0,Sonnets,1.0,"From fairest creatures we desire increase,",1.0,1,0.0,0.444,0.556,0.6124,desire,creature increase,,fair creature desire increase 
1,Sonnets,1.0,"That thereby beauty's rose might never die,",2.0,2,0.0,0.656,0.344,0.4847,rise may die,beauty,thereby never,beauty rise die 
2,Sonnets,1.0,"But as the riper should by time decease,",3.0,3,0.0,1.0,0.0,0.0,should,riper time,,riper time decease 
3,Sonnets,1.0,His tender heir might bear his memory:,4.0,4,0.0,1.0,0.0,0.0,may bear,tender heir memory,,tender heir bear memory 
4,Sonnets,1.0,"But thou, contracted to thine own bright eyes,",5.0,5,0.0,0.645,0.355,0.5927,contract thine,eye,,thou contract thine bright eye 
5,Sonnets,1.0,"Feed'st thy light's flame with self-substantial fuel,",6.0,6,0.0,1.0,0.0,0.0,,light flame self fuel,,Feed st thy light flame self substantial fuel 
6,Sonnets,1.0,"Making a famine where abundance lies,",7.0,7,0.412,0.588,0.0,-0.4215,make lie,famine abundance,where,make famine abundance lie 
7,Sonnets,1.0,"Thyself thy foe, to thy sweet self too cruel.",8.0,8,0.427,0.382,0.191,-0.5719,thy thy,foe self,too,thyself thy foe thy sweet self cruel 
8,Sonnets,1.0,"Thou that art now the world's fresh ornament,",9.0,9,0.0,0.753,0.247,0.3182,,art world ornament,now,Thou art world fresh ornament 
9,Sonnets,1.0,"And only herald to the gaudy spring,",10.0,10,0.0,1.0,0.0,0.0,,spring,only,herald gaudy spring 
10,Sonnets,1.0,"Within thine own bud buriest thy content,",11.0,11,0.0,1.0,0.0,0.0,,bud buriest content,,thine bud buriest thy content 
11,Sonnets,1.0,"And, tender chorl, mak'st waste in niggarding:",12.0,12,0.318,0.682,0.0,-0.4215,tender mak'st,waste niggarding,, tender chorl mak st waste niggarding 
12,Sonnets,1.0,"Pity the world, or else this glutton be,",13.0,13,0.239,0.761,0.0,-0.296,,pity world glutton,else,pity world glutton 
13,Sonnets,1.0,"To eat the world's due, by the grave and thee.",14.0,14,0.224,0.776,0.0,-0.3818,eat,world grave,,eat world grave thee 
14,Sonnets,2.0,"When forty winters shall besiege thy brow,",15.0,1,0.0,1.0,0.0,0.0,shall besiege,winter brow,when,winter shall besiege thy brow 
15,Sonnets,2.0,"And dig deep trenches in thy beauty's field,",16.0,2,0.0,1.0,0.0,0.0,dig,trench beauty field,,dig deep trench thy beauty field 
16,Sonnets,2.0,"Thy youth's proud livery, so gaz'd on now,",17.0,3,0.0,0.693,0.307,0.4767,thy,youth livery,so now,thy youth proud livery gaz d 
17,Sonnets,2.0,Will be a totter'd weed of small worth held:,18.0,4,0.0,0.787,0.213,0.2263,Will hold,weed,,totter d weed small worth hold 
18,Sonnets,2.0,"Then being ask'd, where all thy beauty lies,",19.0,5,0.222,0.476,0.302,0.25,lie,ask'd beauty,then where,ask d thy beauty lie 
19,Sonnets,2.0,"Where all the treasure of thy lusty days,",20.0,6,0.0,0.761,0.239,0.296,,treasure thy day,where,treasure thy lusty day 
20,Sonnets,2.0,To say within thine own deep-sunken eyes,21.0,7,0.0,1.0,0.0,0.0,say own sink,eye,deep,thine deep sink eye
21,Sonnets,2.0,"Were an all-eating shame, and thriftless praise.",22.0,8,0.265,0.427,0.308,0.128,eat,shame thriftless praise,all, eat shame thriftless praise 
22,Sonnets,2.0,"How much more praise deserv'd thy beauty's use,",23.0,9,0.0,0.643,0.357,0.5984,,praise beauty use,how much,praise deserv d thy beauty use 
23,Sonnets,2.0,"If thou couldst answer,  ""This fair child of mine",24.0,10,0.0,0.753,0.247,0.3869,,answer child mine,,thou couldst answer fair child
24,Sonnets,2.0,"Shall sum my count, and make my old excuse,""",25.0,11,0.0,1.0,0.0,0.0,Shall sum make,count excuse,,Shall sum count old excuse 
25,Sonnets,2.0,Proving his beauty by succession thine.,26.0,12,0.0,0.417,0.583,0.6808,prove,beauty succession thine,,prove beauty succession thine 
26,Sonnets,2.0,"This were to be new made when thou art old,",27.0,13,0.0,1.0,0.0,0.0,make,,when,new thou art old 
27,Sonnets,2.0,And see thy blood warm when thou feel'st it cold.,28.0,14,0.0,0.826,0.174,0.2263,see feel'st,blood,when,thy blood warm thou feel st cold 
28,Sonnets,3.0,"Look in thy glass and tell the face thou viewest,",29.0,1,0.0,1.0,0.0,0.0,look tell,glass face,,look thy glass tell face thou viewest 
29,Sonnets,3.0,"Now is the time that face should form another,",30.0,2,0.0,1.0,0.0,0.0,should form,time face,now,time face form 
30,Sonnets,3.0,"Whose fresh repair if now thou not renewest,",31.0,3,0.0,0.753,0.247,0.3182,,repair,now,fresh repair thou renewest 
31,Sonnets,3.0,"Thou dost beguile the world, unbless some mother.",32.0,4,0.0,1.0,0.0,0.0,dost unbless,world mother,,Thou dost beguile world unbless mother 
32,Sonnets,3.0,For where is she so fair whose unear'd womb,33.0,5,0.0,0.728,0.272,0.4572,,unear'd womb,where so,fair unear d womb
33,Sonnets,3.0,Disdains the tillage of thy husbandry?,34.0,6,0.0,1.0,0.0,0.0,,disdain tillage thy husbandry,,disdain tillage thy husbandry 
34,Sonnets,3.0,"Or who is he so fond will be the tomb,",35.0,7,0.0,0.706,0.294,0.5777,will,tomb,so,fond tomb 
35,Sonnets,3.0,"Of his self-love, to stop posterity?",36.0,8,0.306,0.694,0.0,-0.296,stop,self love posterity,,self love stop posterity 
36,Sonnets,3.0,"Thou art thy mother's glass, and she in thee",37.0,9,0.0,1.0,0.0,0.0,,mother glass,,Thou art thy mother glass thee
37,Sonnets,3.0,"Calls back the lovely April of her prime,",38.0,10,0.0,0.648,0.352,0.5859,back,call prime,,call lovely April prime 
38,Sonnets,3.0,"So thou through windows of thine age shalt see,",39.0,11,0.0,1.0,0.0,0.0,see,window thine age shalt,so,thou window thine age shalt 
39,Sonnets,3.0,"Despite of wrinkles, this thy golden time.",40.0,12,0.0,1.0,0.0,0.0,,wrinkle time,,despite wrinkle thy golden time 
40,Sonnets,3.0,"But if thou live rememb'red not to be,",41.0,13,0.0,1.0,0.0,0.0,live rememb're,,,thou live rememb re 
41,Sonnets,3.0,"Die single, and thine image dies with thee.",42.0,14,0.358,0.642,0.0,-0.5994,die die,image,,die single thine image die thee 
42,Sonnets,4.0,"Unthrifty loveliness, why dost thou spend",43.0,1,0.0,1.0,0.0,0.0,dost spend,loveliness,why,unthrifty loveliness dost thou spend
43,Sonnets,4.0,Upon thyself thy beauty's legacy?,44.0,2,0.0,1.0,0.0,0.0,,beauty legacy,,thyself thy beauty legacy 
44,Sonnets,4.0,"Nature's bequest gives nothing, but doth lend,",45.0,3,0.0,1.0,0.0,0.0,give lend,bequest doth,,Nature bequest give doth lend 
45,Sonnets,4.0,And being frank she lends to those are free:,46.0,4,0.0,0.708,0.292,0.5106,lend,,,frank lend free 
46,Sonnets,4.0,"Then, beauteous niggard, why dost thou abuse",47.0,5,0.331,0.394,0.276,-0.1779,dost,niggard abuse,then why, beauteous niggard dost thou abuse
47,Sonnets,4.0,The bounteous largess given thee to give?,48.0,6,0.0,1.0,0.0,0.0,give give,largess,,bounteous largess give thee 
48,Sonnets,4.0,"Profitless usurer, why dost thou use",49.0,7,0.333,0.667,0.0,-0.3612,dost,,why,profitless usurer dost thou use
49,Sonnets,4.0,"So great a sum of sums, yet canst not live?",50.0,8,0.0,0.646,0.354,0.659,,sum sum canst,so,great sum sum canst live 
50,Sonnets,4.0,"For having traffic with thyself alone,",51.0,9,0.286,0.714,0.0,-0.25,have,traffic,alone,have traffic thyself 
51,Sonnets,4.0,"Thou of thyself thy sweet self dost deceive,",52.0,10,0.231,0.513,0.256,0.0772,,self dost deceive,,Thou thyself thy sweet self dost deceive 
52,Sonnets,4.0,"Then how when Nature calls thee to be gone,",53.0,11,0.0,1.0,0.0,0.0,call go,,then how when,Nature call thee go 
53,Sonnets,4.0,What acceptable audit canst thou leave?,54.0,12,0.16,0.533,0.307,0.2732,leave,audit,,acceptable audit canst thou leave 
54,Sonnets,4.0,"Thy unus'd beauty must be tomb'd with thee,",55.0,13,0.0,0.648,0.352,0.5859,thy must,beauty,,thy unus d beauty tomb d thee 
55,Sonnets,4.0,Which used lives th' executor to be.,56.0,14,0.0,1.0,0.0,0.0,use,life executor,,life th executor 
56,Sonnets,5.0,Those hours that with gentle work did frame,57.0,1,0.0,0.707,0.293,0.4404,,hour work frame,,hour gentle work frame
57,Sonnets,5.0,The lovely gaze where every eye doth dwell,58.0,2,0.0,0.531,0.469,0.6486,,gaze eye doth dwell,where,lovely gaze eye doth dwell
58,Sonnets,5.0,"Will play the tyrants to the very same,",59.0,3,0.0,0.745,0.255,0.34,Will play,tyrant,very,play tyrant 
59,Sonnets,5.0,And that unfair which fairly doth excel:,60.0,4,0.279,0.45,0.27,-0.0258,,doth,fairly,unfair fairly doth excel 
60,Sonnets,5.0,For never-resting time leads summer on,61.0,5,0.0,1.0,0.0,0.0,rest lead,time summer,never, rest time lead summer
61,Sonnets,5.0,"To hideous winter and confounds him there,",62.0,6,0.0,1.0,0.0,0.0,confound,winter,there,hideous winter confound 
62,Sonnets,5.0,"Sap check'd with frost and lusty leaves quite gone,",63.0,7,0.0,1.0,0.0,0.0,check'd go,frost lusty leave,quite,Sap check d frost lusty leave go 
63,Sonnets,5.0,Beauty o'ersnow'd and bareness every where:,64.0,8,0.0,0.568,0.432,0.5859,,bareness,where,Beauty o ersnow d bareness 
64,Sonnets,5.0,Then were not summer's distillation left,65.0,9,0.0,1.0,0.0,0.0,leave,summer distillation,then,summer distillation leave
65,Sonnets,5.0,"A liquid prisoner pent in walls of glass,",66.0,10,0.368,0.632,0.0,-0.5423,pen,prisoner wall glass,,liquid prisoner pen wall glass 
66,Sonnets,5.0,"Beauty's effect with beauty were bereft,",67.0,11,0.0,0.568,0.432,0.5859,,effect beauty,,Beauty effect beauty bereft 
67,Sonnets,5.0,Nor it nor no remembrance what it was.,68.0,12,0.191,0.809,0.0,-0.1673,,remembrance,,remembrance 
68,Sonnets,5.0,"But flowers distill'd, though they with winter meet,",69.0,13,0.0,1.0,0.0,0.0,,flower winter meet,,flower distill d winter meet 
69,Sonnets,5.0,"Leese but their show, their substance still lives sweet.",70.0,14,0.0,0.667,0.333,0.6124,live,show substance,still,Leese substance live sweet 
70,Sonnets,6.0,Then let not winter's ragged hand deface,71.0,1,0.305,0.695,0.0,-0.3875,let winter,hand deface,then,let winter ragged hand deface
71,Sonnets,6.0,In thee thy summer ere thou be distill'd:,72.0,2,0.0,1.0,0.0,0.0,,summer,,thee thy summer ere thou distill d 
72,Sonnets,6.0,Make sweet some vial; treasure thou some place,73.0,3,0.0,0.536,0.464,0.6369,make,place,,sweet vial treasure thou place
73,Sonnets,6.0,With beauty's treasure ere it be self-kill'd.,74.0,4,0.0,0.732,0.268,0.296,,beauty treasure self kill'd,,beauty treasure ere self kill d 
74,Sonnets,6.0,"That use is not forbidden usury,",75.0,5,0.0,0.682,0.318,0.3252,forbid,use usury,,use forbid usury 
75,Sonnets,6.0,Which happies those that pay the willing loan;,76.0,6,0.167,0.833,0.0,-0.1027,happie pay,loan,,happie pay willing loan 
76,Sonnets,6.0,"That's for thyself to breed another thee,",77.0,7,0.0,1.0,0.0,0.0,breed,thee,,thyself breed thee 
77,Sonnets,6.0,Or ten times happier be it ten for one;,78.0,8,0.0,0.702,0.298,0.5267,,time,,time happy 
78,Sonnets,6.0,"Ten times thyself were happier than thou art,",79.0,9,0.0,0.673,0.327,0.5267,,time,,time thyself happy thou art 
79,Sonnets,6.0,"If ten of thine ten times refigur'd thee,",80.0,10,0.0,1.0,0.0,0.0,,thine time,,thine time refigur d thee 
80,Sonnets,6.0,"Then what could death do if thou shouldst depart,",81.0,11,0.328,0.672,0.0,-0.5994,could,death,then,death thou shouldst depart 
81,Sonnets,6.0,Leaving thee living in posterity?,82.0,12,0.0,1.0,0.0,0.0,leave live,thee posterity,,leave thee live posterity 
82,Sonnets,6.0,"Be not self-will'd, for thou art much too fair",83.0,13,0.0,0.777,0.223,0.3182,,self,much too,self will d thou art fair
83,Sonnets,6.0,To be death's conquest and make worms thine heir.,84.0,14,0.0,1.0,0.0,0.0,make thine,death conquest worm heir,,death conquest worm thine heir 
84,Sonnets,7.0,Lo in the orient when the gracious light,85.0,1,0.0,0.66,0.34,0.5574,,orient light,when,Lo orient gracious light
85,Sonnets,7.0,"Lifts up his burning head, each under eye",86.0,2,0.0,1.0,0.0,0.0,burn,lift head eye,,lift burn head eye
86,Sonnets,7.0,"Doth homage to his new-appearing sight,",87.0,3,0.0,1.0,0.0,0.0,appear,homage sight,new,Doth homage new appear sight 
87,Sonnets,7.0,"Serving with looks his sacred majesty,",88.0,4,0.0,1.0,0.0,0.0,serve look,majesty,,serve look sacred majesty 
88,Sonnets,7.0,"And having climb'd the steep-up heavenly hill,",89.0,5,0.0,0.6,0.4,0.6124,have,up hill,,have climb d steep heavenly hill 
89,Sonnets,7.0,"Resembling strong youth in his middle age,",90.0,6,0.0,0.645,0.355,0.5106,resemble,youth age,,resemble strong youth middle age 
90,Sonnets,7.0,"Yet mortal looks adore his beauty still,",91.0,7,0.0,0.403,0.597,0.8126,adore,look beauty,still,mortal look adore beauty 
91,Sonnets,7.0,Attending on his golden pilgrimage:,92.0,8,0.0,1.0,0.0,0.0,attend,pilgrimage,,attend golden pilgrimage 
92,Sonnets,7.0,"But when from highmost pitch, with weary car,",93.0,9,0.275,0.725,0.0,-0.3919,,highmost pitch car,when,highmost pitch weary car 
93,Sonnets,7.0,"Like feeble age he reeleth from the day,",94.0,10,0.206,0.561,0.234,0.0772,reeleth,age day,,like feeble age reeleth day 
94,Sonnets,7.0,The eyes ('fore duteous) now converted are,95.0,11,0.0,1.0,0.0,0.0,convert,eye fore,now,eye fore duteous convert
95,Sonnets,7.0,From his low tract and look another way:,96.0,12,0.231,0.769,0.0,-0.2732,look,tract way,,low tract look way 
96,Sonnets,7.0,"So thou, thyself outgoing in thy noon,",97.0,13,0.0,0.709,0.291,0.3535,outgo,noon,so,thou thyself outgo thy noon 
97,Sonnets,7.0,Unlook'd on diest unless thou get a son.,98.0,14,0.0,1.0,0.0,0.0,unlook'd get,diest son,,unlook d diest thou son 
98,Sonnets,8.0,"Music to hear, why hear'st thou music sadly?",99.0,1,0.286,0.714,0.0,-0.4215,hear,music music,why sadly,music hear hear st thou music sadly 
99,Sonnets,8.0,"Sweets with sweets war not, joy delights in joy.",100.0,2,0.571,0.137,0.292,-0.7289,delight,sweet sweet war joy joy,,sweet sweet war joy delight joy 
100,Sonnets,8.0,"Why lov'st thou that which thou receiv'st not gladly,",101.0,3,0.203,0.797,0.0,-0.2584,lov'st receiv'st,,why gladly,lov st thou thou receiv st gladly 
101,Sonnets,8.0,Or else receiv'st with pleasure thine annoy?,102.0,4,0.25,0.431,0.319,0.2023,receiv'st,pleasure annoy,else,receiv st pleasure thine annoy 
102,Sonnets,8.0,"If the true concord of well-tuned sounds,",103.0,5,0.0,0.682,0.318,0.4215,tune,concord sound,well,true concord tune sound 
103,Sonnets,8.0,"By unions married, do offend thine ear,",104.0,6,0.268,0.732,0.0,-0.296,marry offend,union thine ear,,union marry offend thine ear 
104,Sonnets,8.0,"They do but sweetly chide thee, who confounds",105.0,7,0.0,0.628,0.372,0.631,chide confound,,sweetly,sweetly chide thee confound
105,Sonnets,8.0,In singleness the parts that thou shouldst bear.,106.0,8,0.0,1.0,0.0,0.0,,singleness part,,singleness part thou shouldst bear 
106,Sonnets,8.0,"Mark how one string, sweet husband to another,",107.0,9,0.0,0.7,0.3,0.4588,mark,string husband,how,mark string sweet husband 
107,Sonnets,8.0,Strikes each in each by mutual ordering;,108.0,10,0.294,0.706,0.0,-0.3612,,strike ordering,,strike mutual ordering 
108,Sonnets,8.0,"Resembling sire, and child, and happy mother,",109.0,11,0.0,0.619,0.381,0.5719,resemble,child mother,,resemble sire child happy mother 
109,Sonnets,8.0,"Who all in one, one pleasing note do sing:",110.0,12,0.0,0.702,0.298,0.5267,sing,note,, pleasing note sing 
110,Sonnets,8.0,"Whose speechless song, being many, seeming one,",111.0,13,0.0,1.0,0.0,0.0,seem,speechless song,,speechless song 
111,Sonnets,8.0,"Sings this to thee,  ""Thou single wilt prove none.""",112.0,14,0.0,1.0,0.0,0.0,prove,wilt none,,Sings thee Thou single wilt prove 
112,Sonnets,9.0,Is it for fear to wet a widow's eye,113.0,1,0.314,0.686,0.0,-0.4939,wet,fear widow eye,,fear wet widow eye
113,Sonnets,9.0,That thou consum'st thyself in single life?,114.0,2,0.0,1.0,0.0,0.0,,life,,thou consum st thyself single life 
114,Sonnets,9.0,"Ah! If thou issueless shalt hap to die,",115.0,3,0.375,0.625,0.0,-0.636,issueles die,,,ah thou issueles shalt hap die 
115,Sonnets,9.0,"The world will wail thee like a makeless wife,",116.0,4,0.0,0.737,0.263,0.3612,will wail,world makeless wife,,world wail thee like makeless wife 
116,Sonnets,9.0,"The world will be thy widow and still weep,",117.0,5,0.316,0.684,0.0,-0.5719,will weep,world widow,still,world thy widow weep 
117,Sonnets,9.0,"That thou no form of thee hast left behind,",118.0,6,0.216,0.784,0.0,-0.296,leave,form thee hast,behind,thou form thee hast leave 
118,Sonnets,9.0,"When every private widow well may keep,",119.0,7,0.0,0.741,0.259,0.2732,may keep,widow,when well,private widow 
119,Sonnets,9.0,"By children's eyes, her husband's shape in mind.",120.0,8,0.0,1.0,0.0,0.0,,child eye husband shape mind,,child eye husband shape mind 
120,Sonnets,9.0,Look what an unthrift in the world doth spend,121.0,9,0.0,1.0,0.0,0.0,look spend,unthrift,,look unthrift world doth spend
121,Sonnets,9.0,"Shifts but his place, for still the world enjoys it,",122.0,10,0.0,0.669,0.331,0.6652,enjoy,shift place world,still,shift place world enjoy 
122,Sonnets,9.0,"But beauty's waste hath in the world an end,",123.0,11,0.316,0.684,0.0,-0.5719,,beauty waste hath world end,,beauty waste hath world end 
123,Sonnets,9.0,"And kept unus'd, the user so destroys it:",124.0,12,0.397,0.603,0.0,-0.6825,keep destroy,user,so,keep unus d user destroy 
124,Sonnets,9.0,No love toward others in that bosom sits,125.0,13,0.177,0.484,0.339,0.4588,sit,love other bosom,,love bosom sit
125,Sonnets,9.0,That on himself such murd'rous shame commits.,126.0,14,0.337,0.543,0.12,-0.4588,,shame commit,,murd rous shame commit 
126,Sonnets,10.0,"For shame deny that thou bear'st love to any,",127.0,1,0.35,0.382,0.268,-0.0772,,shame deny,,shame deny thou bear st love 
127,Sonnets,10.0,Who for thyself art so unprovident.,128.0,2,0.0,1.0,0.0,0.0,,art,so,thyself art unprovident 
128,Sonnets,10.0,"Grant, if thou wilt, thou art belov'd of many,",129.0,3,0.0,0.762,0.238,0.3612,,belov'd,,Grant thou wilt thou art belov d 
129,Sonnets,10.0,But that thou none lov'st is most evident;,130.0,4,0.0,1.0,0.0,0.0,,,most,thou lov st evident 
130,Sonnets,10.0,"For thou art so possess'd with murd'rous hate,",131.0,5,0.346,0.654,0.0,-0.5719,,hate,so,thou art possess d murd rous hate 
131,Sonnets,10.0,"That 'gainst thyself thou stick'st not to conspire,",132.0,6,0.0,1.0,0.0,0.0,conspire,,, gainst thyself thou stick st conspire 
132,Sonnets,10.0,Seeking that beauteous roof to ruinate,133.0,7,0.336,0.354,0.31,-0.0772,seek ruinate,roof,,seek beauteous roof ruinate
133,Sonnets,10.0,Which to repair should be thy chief desire.,134.0,8,0.0,0.722,0.278,0.4019,repair should,desire,,repair thy chief desire 
134,Sonnets,10.0,"O, change thy thought, that I may change my mind!",135.0,9,0.0,1.0,0.0,0.0,change may change,thy thought mind,,o change thy thought change mind 
135,Sonnets,10.0,Shall hate be fairer lodg'd than gentle love?,136.0,10,0.234,0.316,0.449,0.5267,Shall hate,lodg'd love,,Shall hate fairer lodg d gentle love 
136,Sonnets,10.0,"Be as thy presence is gracious and kind,",137.0,11,0.0,0.462,0.538,0.7906,,presence,,thy presence gracious kind 
137,Sonnets,10.0,Or to thyself at least kind-hearted prove:,138.0,12,0.0,1.0,0.0,0.0,,prove,kind,thyself kind hearted prove 
138,Sonnets,10.0,"Make thee another self for love of me,",139.0,13,0.0,0.625,0.375,0.6369,make thee,self love,,thee self love 
139,Sonnets,10.0,That beauty still may live in thine or thee.,140.0,14,0.0,0.678,0.322,0.5859,may live,beauty thine,still,beauty live thine thee 
140,Sonnets,11.0,"As fast as thou shalt wane, so fast thou grow'st,",141.0,1,0.0,1.0,0.0,0.0,,,as fast so fast,fast thou shalt wane fast thou grow st 
141,Sonnets,11.0,"In one of thine, from that which thou departest,",142.0,2,0.0,1.0,0.0,0.0,,thine,,thine thou depart 
142,Sonnets,11.0,And that fresh blood which youngly thou bestow'st,143.0,3,0.0,0.753,0.247,0.3182,,blood,youngly,fresh blood youngly thou bestow st
143,Sonnets,11.0,"Thou mayst call thine, when thou from youth convertest.",144.0,4,0.0,1.0,0.0,0.0,,call youth convertest,when,Thou mayst thine thou youth convertest 
144,Sonnets,11.0,"Herein lives wisdom, beauty, and increase,",145.0,5,0.0,0.24,0.76,0.8591,live increase,wisdom beauty,,live wisdom beauty increase 
145,Sonnets,11.0,"Without this, folly, age, and cold decay.",146.0,6,0.31,0.69,0.0,-0.4019,,folly age decay,, folly age cold decay 
146,Sonnets,11.0,"If all were minded so, the times should cease,",147.0,7,0.0,1.0,0.0,0.0,should cease,time,so,minded time cease 
147,Sonnets,11.0,And threescore year would make the world away.,148.0,8,0.0,1.0,0.0,0.0,would make,year world,away,threescore year world away 
148,Sonnets,11.0,"Let those whom nature hath not made for store,",149.0,9,0.0,1.0,0.0,0.0,let make,nature store,,let nature hath store 
149,Sonnets,11.0,"Harsh, featureless, and rude, barrenly perish:",150.0,10,0.596,0.404,0.0,-0.7096,perish,,barrenly,harsh featureless rude barrenly perish 
150,Sonnets,11.0,Look whom she best endow'd she gave the more;,151.0,11,0.0,0.656,0.344,0.6369,look give,,best,look best endow d give 
151,Sonnets,11.0,Which bounteous gift thou shouldst in bounty cherish.,152.0,12,0.0,0.522,0.478,0.6705,,gift bounty cherish,,bounteous gift thou shouldst bounty cherish 
152,Sonnets,11.0,"She carv'd thee for her seal, and meant thereby,",153.0,13,0.0,1.0,0.0,0.0,carv'd mean,seal,thereby,carv d thee seal mean 
153,Sonnets,11.0,"Thou shouldst print more, not let that copy die.",154.0,14,0.328,0.672,0.0,-0.5994,shouldst let die,print copy,more,Thou shouldst print let copy die 
154,Sonnets,12.0,"When I do count the clock that tells the time,",155.0,1,0.0,1.0,0.0,0.0,count tell,clock time,when,count clock tell time 
155,Sonnets,12.0,And see the brave day sunk in hideous night;,156.0,2,0.0,0.702,0.298,0.5267,see sink,day night,,brave day sink hideous night 
156,Sonnets,12.0,"When I behold the violet past prime,",157.0,3,0.0,1.0,0.0,0.0,behold,violet prime,when,behold violet past prime 
157,Sonnets,12.0,And sable curls all silver'd o'er with white;,158.0,4,0.0,1.0,0.0,0.0,silver'd,curl o'er white,,sable curl silver d o er white 
158,Sonnets,12.0,"When lofty trees I see barren of leaves,",159.0,5,0.0,1.0,0.0,0.0,see,tree barren leave,when,lofty tree barren leave 
159,Sonnets,12.0,"Which erst from heat did canopy the herd,",160.0,6,0.0,1.0,0.0,0.0,canopy,erst heat herd,,erst heat canopy herd 
160,Sonnets,12.0,And summer's green all girded up in sheaves,161.0,7,0.0,1.0,0.0,0.0,gird,summer sheaf,,summer green gird sheaf
161,Sonnets,12.0,Borne on the bier with white and bristly beard:,162.0,8,0.0,1.0,0.0,0.0,,borne bier beard,bristly,borne bier white bristly beard 
162,Sonnets,12.0,Then of thy beauty do I question make,163.0,9,0.0,0.612,0.388,0.5859,question make,beauty,then,thy beauty question
163,Sonnets,12.0,"That thou among the wastes of time must go,",164.0,10,0.0,1.0,0.0,0.0,must go,waste time,,thou waste time 
164,Sonnets,12.0,"Since sweets and beauties do themselves forsake,",165.0,11,0.0,0.431,0.569,0.765,forsake,sweet beauty,,sweet beauty forsake 
165,Sonnets,12.0,"And die as fast as they see others grow,",166.0,12,0.328,0.672,0.0,-0.5994,die see grow,other,as fast,die fast grow 
166,Sonnets,12.0,And nothing 'gainst Time's scythe can make defense,167.0,13,0.0,0.824,0.176,0.128,can make,gainst scythe defense,, gainst Time scythe defense
167,Sonnets,12.0,"Save breed, to brave him when he takes thee hence.",168.0,14,0.0,0.548,0.452,0.765,save brave take,breed,when hence,save breed brave take thee 
168,Sonnets,13.0,"O that you were yourself! But, love, you are",169.0,1,0.0,0.535,0.465,0.7959,love,,,o love 
169,Sonnets,13.0,No longer yours than you yourself here live:,170.0,2,0.239,0.761,0.0,-0.296,live,,no longer here,longer live 
170,Sonnets,13.0,"Against this coming end you should prepare,",171.0,3,0.0,1.0,0.0,0.0,come should prepare,end,,come end prepare 
171,Sonnets,13.0,And your sweet semblance to some other give.,172.0,4,0.0,0.7,0.3,0.4588,,semblance give,,sweet semblance 
172,Sonnets,13.0,So should that beauty which you hold in lease,173.0,5,0.0,0.663,0.337,0.6204,should hold,beauty lease,so,beauty hold lease
173,Sonnets,13.0,Find no determination; then you were,174.0,6,0.247,0.449,0.303,0.128,find,determination,then,find determination 
174,Sonnets,13.0,"Yourself again after yourself's decease,",175.0,7,0.0,1.0,0.0,0.0,,decease,again,decease 
175,Sonnets,13.0,When your sweet issue your sweet form should bear.,176.0,8,0.0,0.538,0.462,0.7184,should bear,issue form,when,sweet issue sweet form bear 
176,Sonnets,13.0,"Who lets so fair a house fall to decay,",177.0,9,0.231,0.513,0.256,0.075,let fair decay,house fall,so,let fair house fall decay 
177,Sonnets,13.0,Which husbandry in honor might uphold,178.0,10,0.0,0.61,0.39,0.4939,may uphold,husbandry honor,,husbandry honor uphold
178,Sonnets,13.0,Against the stormy gusts of winter's day,179.0,11,0.0,1.0,0.0,0.0,,gust winter day,,stormy gust winter day
179,Sonnets,13.0,And barren rage of death's eternal cold?,180.0,12,0.375,0.625,0.0,-0.5574,,rage death cold,,barren rage death eternal cold 
180,Sonnets,13.0,"O, none but unthrifts: dear my love, you know",181.0,13,0.178,0.449,0.372,0.6154,dear know,none unthrift love,,o unthrift dear love know
181,Sonnets,13.0,"You had a father, let your son say so.",182.0,14,0.0,1.0,0.0,0.0,let say,father son,so,father let son 
182,Sonnets,14.0,"Not from the stars do I my judgment pluck,",183.0,1,0.0,1.0,0.0,0.0,,star judgment pluck,,star judgment pluck 
183,Sonnets,14.0,"And yet methinks I have astronomy,",184.0,2,0.0,1.0,0.0,0.0,methink,astronomy,yet,methink astronomy 
184,Sonnets,14.0,"But not to tell of good or evil luck,",185.0,3,0.306,0.301,0.393,0.1901,tell,luck,,tell good evil luck 
185,Sonnets,14.0,"Of plagues, of dearths, or seasons' quality;",186.0,4,0.241,0.759,0.0,-0.2263,,plague dearth season quality,,plague dearth season quality 
186,Sonnets,14.0,"Nor can I fortune to brief minutes tell,",187.0,5,0.0,1.0,0.0,0.0,can fortune tell,minute,,fortune brief minute tell 
187,Sonnets,14.0,"'Pointing to each his thunder, rain, and wind,",188.0,6,0.0,1.0,0.0,0.0,point,thunder rain wind,, point thunder rain wind 
188,Sonnets,14.0,Or say with princes if it shall go well,189.0,7,0.0,0.792,0.208,0.2732,say shall go,prince,well,prince shall
189,Sonnets,14.0,By oft predict that I in heaven find.,190.0,8,0.0,0.645,0.355,0.5106,predict find,,oft,oft predict heaven find 
190,Sonnets,14.0,"But from thine eyes my knowledge I derive,",191.0,9,0.0,1.0,0.0,0.0,derive,eye knowledge,,thine eye knowledge derive 
191,Sonnets,14.0,"And, constant stars, in them I read such art",192.0,10,0.0,1.0,0.0,0.0,read,star art,, constant star read art
