,title,sonnet_num,line,line_number_global,line_number,neg,neu,pos,compound,Verbs,Nouns,Adverbs,Corpus
1636,Sonnets,117.0,But shoot not at me in your wakened hate:,1637.0,12,0.538,0.462,0.0,-0.8462,shoot,hate,,shoot wakened hate 
1637,Sonnets,117.0,Since my appeal says I did strive to prove,1638.0,13,0.0,1.0,0.0,0.0,say strive prove,appeal,,appeal say strive prove
1638,Sonnets,117.0,The constancy and virtue of your love.,1639.0,14,0.0,0.417,0.583,0.7906,,constancy virtue love,,constancy virtue love 
1639,Sonnets,118.0,"Like as to make our appetites more keen,",1640.0,1,0.0,0.531,0.469,0.6478,make,appetite,more,like appetite keen 
1640,Sonnets,118.0,"With eager compounds we our palate urge,",1641.0,2,0.0,0.706,0.294,0.3612,,compound palate urge,,eager compound palate urge 
1641,Sonnets,118.0,"As to prevent our maladies unseen,",1642.0,3,0.0,0.82,0.18,0.0258,prevent,malady,,prevent malady unseen 
1642,Sonnets,118.0,We sicken to shun sickness when we purge;,1643.0,4,0.293,0.707,0.0,-0.4404,sicken shun purge,sickness,when,sicken shun sickness purge 
1643,Sonnets,118.0,"Even so being full of your ne'er-cloying sweetness,",1644.0,5,0.0,0.686,0.314,0.4939,cloy,ne'er sweetness,even so,ne er cloy sweetness 
1644,Sonnets,118.0,"To bitter sauces did I frame my feeding,",1645.0,6,0.318,0.682,0.0,-0.4215,frame,sauce feeding,,bitter sauce frame feeding 
1645,Sonnets,118.0,"And sick of welfare, found a kind of meetness",1646.0,7,0.32,0.68,0.0,-0.5106,find,welfare kind meetness,,sick welfare find kind meetness
1646,Sonnets,118.0,To be diseas'd ere that there was true needing.,1647.0,8,0.0,0.741,0.259,0.4215,diseas'd need,,,diseas d ere true need 
1647,Sonnets,118.0,"Thus policy in love, t' anticipate",1648.0,9,0.0,0.543,0.457,0.6369,,policy love anticipate,thus,policy love t anticipate
1648,Sonnets,118.0,"The ills that were not, grew to faults assured,",1649.0,10,0.0,0.581,0.419,0.6192,grow assure,ill fault,,ill grow fault assure 
1649,Sonnets,118.0,And brought to medicine a healthful state,1650.0,11,0.0,1.0,0.0,0.0,bring,medicine state,,bring medicine healthful state
1650,Sonnets,118.0,"Which, rank of goodness, would by ill be cured.",1651.0,12,0.219,0.547,0.234,0.0516,would cure,rank goodness,, rank goodness ill cure 
1651,Sonnets,118.0,"But thence I learn, and find the lesson true,",1652.0,13,0.0,0.654,0.346,0.5719,thence learn find,lesson,,learn find lesson true 
1652,Sonnets,118.0,Drugs poison him that so fell sick of you.,1653.0,14,0.503,0.497,0.0,-0.7951,poison fall,drug,so,drug poison fall sick 
1653,Sonnets,119.0,What potions have I drunk of Siren tears,1654.0,1,0.462,0.538,0.0,-0.5106,,potion tear,,potion drunk Siren tear
1654,Sonnets,119.0,"Distill'd from limbecks foul as hell within,",1655.0,2,0.434,0.566,0.0,-0.6808,,limbeck hell,,Distill d limbeck foul hell 
1655,Sonnets,119.0,"Applying fears to hopes, and hopes to fears,",1656.0,3,0.368,0.263,0.368,0.0,apply hope,fear hope fear,,apply fear hope hope fear 
1656,Sonnets,119.0,Still losing when I saw myself to win!,1657.0,4,0.222,0.428,0.35,0.3595,lose see win,,still when,lose see win 
1657,Sonnets,119.0,"What wretched errors hath my heart committed,",1658.0,5,0.253,0.526,0.221,-0.0772,wretche hath commit,error heart,,wretche error hath heart commit 
1658,Sonnets,119.0,Whilst it hath thought itself so blessed never!,1659.0,6,0.0,0.57,0.43,0.7417,think bless,,so never,whilst hath think bless 
1659,Sonnets,119.0,How have mine eyes out of their spheres been fitted,1660.0,7,0.0,1.0,0.0,0.0,fit,eye sphere,how,eye sphere fit
1660,Sonnets,119.0,In the distraction of this madding fever!,1661.0,8,0.325,0.675,0.0,-0.4389,mad,distraction fever,,distraction mad fever 
1661,Sonnets,119.0,"O benefit of ill, now I find true",1662.0,9,0.241,0.259,0.5,0.4588,find,benefit,now,o benefit ill find true
1662,Sonnets,119.0,"That better is by evil still made better,",1663.0,10,0.289,0.329,0.382,0.1027,make,,still,well evil well 
1663,Sonnets,119.0,And ruin'd love when it is built anew,1664.0,11,0.0,0.625,0.375,0.6369,build,love,when anew,ruin d love build anew
1664,Sonnets,119.0,"Grows fairer than at first, more strong, far greater.",1665.0,12,0.0,0.524,0.476,0.7474,grow,,first more far,grow fair strong far great 
1665,Sonnets,119.0,"So I return rebuk'd to my content,",1666.0,13,0.0,1.0,0.0,0.0,return rebuk'd,content,,return rebuk d content 
1666,Sonnets,119.0,And gain by ills thrice more than I have spent.,1667.0,14,0.0,0.702,0.298,0.5267,gain thrice spend,ill,,gain ill thrice spend 
1667,Sonnets,120.0,"That you were once unkind befriends me now,",1668.0,1,0.271,0.729,0.0,-0.3818,,unkind befriend,once now,unkind befriend 
1668,Sonnets,120.0,And for that sorrow which I then did feel,1669.0,2,0.327,0.673,0.0,-0.5267,feel,sorrow,then,sorrow feel
1669,Sonnets,120.0,"Needs must I under my transgression bow,",1670.0,3,0.0,1.0,0.0,0.0,must,need transgression bow,,need transgression bow 
1670,Sonnets,120.0,Unless my nerves were brass or hammered steel.,1671.0,4,0.167,0.833,0.0,-0.1027,hammer,nerve brass steel,,nerve brass hammer steel 
1671,Sonnets,120.0,For if you were by my unkindness shaken,1672.0,5,0.157,0.843,0.0,-0.0772,,unkindness,,unkindness shaken
1672,Sonnets,120.0,"As I by yours, y' have pass'd a hell of time,",1673.0,6,0.365,0.635,0.0,-0.6808,pass'd,hell time,, y pass d hell time 
1673,Sonnets,120.0,"And I, a tyrant, have no leisure taken",1674.0,7,0.268,0.732,0.0,-0.296,take,tyrant leisure,, tyrant leisure take
1674,Sonnets,120.0,To weigh how once I suffered in your crime.,1675.0,8,0.528,0.472,0.0,-0.7717,weigh suffer,crime,how,weigh suffer crime 
1675,Sonnets,120.0,O that our night of woe might have rememb'red,1676.0,9,0.286,0.714,0.0,-0.4215,may rememb're,night,,o night woe rememb re
1676,Sonnets,120.0,"My deepest sense, how hard true sorrow hits,",1677.0,10,0.381,0.397,0.222,-0.25,,sense sorrow hit,how,deep sense hard true sorrow hit 
1677,Sonnets,120.0,"And soon to you, as you to me then, tend'red",1678.0,11,0.0,1.0,0.0,0.0,,,soon then,soon tend red
1678,Sonnets,120.0,The humble salve which wounded bosoms fits!,1679.0,12,0.0,1.0,0.0,0.0,wound fit,salve bosom,,humble salve wound bosom fit 
1679,Sonnets,120.0,"But that your trespass now becomes a fee,",1680.0,13,0.0,1.0,0.0,0.0,become,trespass fee,now,trespass fee 
1680,Sonnets,120.0,"Mine ransoms yours, and yours must ransom me.",1681.0,14,0.0,1.0,0.0,0.0,ransom must ransom,mine,,ransom ransom 
1681,Sonnets,121.0,"'Tis better to be vile than vile esteemed,",1682.0,1,0.456,0.222,0.322,-0.5267,tis esteem,vile,, tis well vile vile esteem 
1682,Sonnets,121.0,"When not to be receives reproach of being,",1683.0,2,0.0,1.0,0.0,0.0,receive,,when reproach,receive reproach 
1683,Sonnets,121.0,"And the just pleasure lost, which is so deemed",1684.0,3,0.177,0.538,0.285,0.34,lose deem,pleasure,so,pleasure lose deem
1684,Sonnets,121.0,"Not by our feeling, but by others' seeing.",1685.0,4,0.145,0.855,0.0,-0.0477,,feeling other seeing,,feeling seeing 
1685,Sonnets,121.0,For why should others' false adulterate eyes,1686.0,5,0.0,1.0,0.0,0.0,should,other adulterate eye,why, false adulterate eye
1686,Sonnets,121.0,Give salutation to my sportive blood?,1687.0,6,0.0,1.0,0.0,0.0,give,salutation blood,,salutation sportive blood 
1687,Sonnets,121.0,"Or on my frailties why are frailer spies,",1688.0,7,0.0,1.0,0.0,0.0,,frailty frailer spy,why,frailty frailer spy 
1688,Sonnets,121.0,Which in their wills count bad what I think good?,1689.0,8,0.261,0.522,0.216,-0.1531,count think,will,,will count bad think good 
1689,Sonnets,121.0,"No, I am that I am, and they that level",1690.0,9,0.239,0.761,0.0,-0.296,,level,, level
1690,Sonnets,121.0,At my abuses reckon up their own;,1691.0,10,0.375,0.625,0.0,-0.5574,reckon,abuse,,abuse reckon 
1691,Sonnets,121.0,I may be straight though they themselves be bevel;,1692.0,11,0.0,0.787,0.213,0.2263,may be,,,straight bevel 
1692,Sonnets,121.0,"By their rank thoughts my deeds must not be shown,",1693.0,12,0.0,1.0,0.0,0.0,must show,rank thought deed,,rank thought deed show 
1693,Sonnets,121.0,Unless this general evil they maintain:,1694.0,13,0.468,0.532,0.0,-0.6597,maintain,evil,,general evil maintain 
1694,Sonnets,121.0,All men are bad and in their badness reign.,1695.0,14,0.304,0.696,0.0,-0.5423,,man reign,,man bad badness reign 
1695,Sonnets,122.0,"Thy gift, thy tables, are within my brain",1696.0,1,0.0,0.707,0.293,0.4404,,gift table brain,,Thy gift thy table brain
1696,Sonnets,122.0,"Full character'd with lasting memory,",1697.0,2,0.0,1.0,0.0,0.0,last,memory,,character d last memory 
1697,Sonnets,122.0,Which shall above that idle rank remain,1698.0,3,0.0,1.0,0.0,0.0,shall remain,rank,,shall idle rank remain
1698,Sonnets,122.0,"Beyond all date, even to eternity;",1699.0,4,0.0,1.0,0.0,0.0,,date eternity,even,date eternity 
1699,Sonnets,122.0,"Or at the least, so long as brain and heart",1700.0,5,0.0,1.0,0.0,0.0,,brain heart,so long, long brain heart
1700,Sonnets,122.0,"Have faculty by nature to subsist,",1701.0,6,0.0,1.0,0.0,0.0,,faculty nature subsist,,faculty nature subsist 
1701,Sonnets,122.0,Till each to raz'd oblivion yield his part,1702.0,7,0.0,1.0,0.0,0.0,raz'd yield,oblivion part,,till raz d oblivion yield
1702,Sonnets,122.0,"Of thee, thy record never can be miss'd.",1703.0,8,0.0,1.0,0.0,0.0,can miss'd,record,never,thee thy record miss d 
1703,Sonnets,122.0,"That poor retention could not so much hold,",1704.0,9,0.307,0.693,0.0,-0.4767,could,retention hold,so,poor retention hold 
1704,Sonnets,122.0,Nor need I tallies thy dear love to score;,1705.0,10,0.0,0.469,0.531,0.7783,need thy score,tally love,,need tally thy dear love score 
1705,Sonnets,122.0,"Therefore to give them from me was I bold,",1706.0,11,0.0,0.729,0.271,0.3818,give,,therefore,bold 
1706,Sonnets,122.0,To trust those tables that receive thee more:,1707.0,12,0.0,0.68,0.32,0.5106,trust receive,table,,trust table receive thee 
1707,Sonnets,122.0,To keep an adjunct to remember thee,1708.0,13,0.0,1.0,0.0,0.0,keep remember,adjunct,,adjunct remember thee
1708,Sonnets,122.0,Were to import forgetfulness in me.,1709.0,14,0.0,1.0,0.0,0.0,import,forgetfulness,,import forgetfulness 
1709,Sonnets,123.0,"No! Time, thou shalt not boast that I do change:",1710.0,1,0.238,0.762,0.0,-0.3595,boast change,,, Time thou shalt boast change 
1710,Sonnets,123.0,Thy pyramids built up with newer might,1711.0,2,0.0,1.0,0.0,0.0,thy build,pyramid might,,thy pyramid build new
1711,Sonnets,123.0,"To me are nothing novel, nothing strange;",1712.0,3,0.405,0.595,0.0,-0.34,,,,novel strange 
1712,Sonnets,123.0,They are but dressings of a former sight.,1713.0,4,0.0,1.0,0.0,0.0,,dressing sight,,dressing sight 
1713,Sonnets,123.0,"Our dates are brief, and therefore we admire",1714.0,5,0.0,0.693,0.307,0.4767,admire,date,therefore,date brief admire
1714,Sonnets,123.0,"What thou dost foist upon us that is old,",1715.0,6,0.0,1.0,0.0,0.0,dost,foist,,thou dost foist old 
1715,Sonnets,123.0,And rather make them born to our desire,1716.0,7,0.0,0.722,0.278,0.4019,make bear,desire,rather,bear desire
1716,Sonnets,123.0,Than think that we before have heard them told.,1717.0,8,0.0,1.0,0.0,0.0,think hear tell,,before,think hear tell 
1717,Sonnets,123.0,"Thy registers and thee I both defy,",1718.0,9,0.0,1.0,0.0,0.0,defy,register,,Thy register thee defy 
1718,Sonnets,123.0,"Not wond'ring at the present, nor the past,",1719.0,10,0.0,1.0,0.0,0.0,wond're,present past,,wond re present past 
1719,Sonnets,123.0,"For thy records and what we see doth lie,",1720.0,11,0.0,1.0,0.0,0.0,see,record doth lie,,thy record doth lie 
1720,Sonnets,123.0,Made more or less by thy continual haste.,1721.0,12,0.0,1.0,0.0,0.0,make,haste,more,thy continual haste 
1721,Sonnets,123.0,"This I do vow and this shall ever be,",1722.0,13,0.0,1.0,0.0,0.0,shall,,ever,vow shall 
1722,Sonnets,123.0,I will be true despite thy scythe and thee.,1723.0,14,0.0,0.714,0.286,0.4215,will,scythe,,true despite thy scythe thee 
1723,Sonnets,124.0,"If my dear love were but the child of state,",1724.0,1,0.0,0.645,0.355,0.5267,,love child state,,dear love child state 
1724,Sonnets,124.0,"It might for Fortune's bastard be unfather'd,",1725.0,2,0.368,0.632,0.0,-0.5423,may,,,Fortune bastard unfather d 
1725,Sonnets,124.0,"As subject to Time's love, or to Time's hate,",1726.0,3,0.248,0.47,0.282,0.128,,love hate,,subject Time love Time hate 
1726,Sonnets,124.0,"Weeds among weeds, or flowers with flowers gather'd.",1727.0,4,0.0,1.0,0.0,0.0,,weed weed flower flower,,weed weed flower flower gather d 
1727,Sonnets,124.0,"No, it was builded far from accident;",1728.0,5,0.515,0.485,0.0,-0.6486,build,accident,far, build far accident 
1728,Sonnets,124.0,"It suffers not in smiling pomp, nor falls",1729.0,6,0.482,0.518,0.0,-0.6788,suffer smile,pomp,,suffer smile pomp falls
1729,Sonnets,124.0,"Under the blow of thralled discontent,",1730.0,7,0.0,1.0,0.0,0.0,thralle,blow discontent,,blow thralle discontent 
1730,Sonnets,124.0,Whereto th' inviting time our fashion calls;,1731.0,8,0.0,0.723,0.277,0.3182,whereto call,inviting time fashion,,whereto th inviting time fashion call 
1731,Sonnets,124.0,"It fears not policy, that heretic,",1732.0,9,0.359,0.641,0.0,-0.4215,fear,policy heretic,,fear policy heretic 
1732,Sonnets,124.0,"Which works on leases of short-numb'red hours,",1733.0,10,0.0,1.0,0.0,0.0,work,lease hour,short,work lease short numb red hour 
1733,Sonnets,124.0,"But all alone stands hugely politic,",1734.0,11,0.333,0.667,0.0,-0.3612,stand,,alone hugely,stand hugely politic 
1734,Sonnets,124.0,"That it nor grows with heat, nor drowns with show'rs.",1735.0,12,0.0,0.774,0.226,0.3875,grow,heat drown,,grow heat drown show rs 
1735,Sonnets,124.0,"To this I witness call the fools of Time,",1736.0,13,0.314,0.686,0.0,-0.4939,call,witness fool,,witness fool Time 
1736,Sonnets,124.0,"Which die for goodness, who have liv'd for crime.",1737.0,14,0.451,0.366,0.183,-0.6597,die,goodness liv'd crime,,die goodness liv d crime 
1737,Sonnets,125.0,"Were't aught to me I bore the canopy,",1738.0,1,0.25,0.75,0.0,-0.25,aught bear,canopy,,Were t aught bear canopy 
1738,Sonnets,125.0,"With my extern the outward honoring,",1739.0,2,0.0,0.602,0.398,0.5106,,outward honoring,,extern outward honoring 
1739,Sonnets,125.0,"Or laid great bases for eternity,",1740.0,3,0.0,0.549,0.451,0.6249,lay,basis eternity,,lay great basis eternity 
1740,Sonnets,125.0,Which proves more short than waste or ruining?,1741.0,4,0.458,0.542,0.0,-0.6204,prove ruin,waste,more,prove short waste ruin 
1741,Sonnets,125.0,Have I not seen dwellers on form and favor,1742.0,5,0.0,0.605,0.395,0.4445,see,dweller form favor,,see dweller form favor
1742,Sonnets,125.0,"Lose all, and more, by paying too much rent,",1743.0,6,0.252,0.748,0.0,-0.4019,lose pay,rent,more too,lose pay rent 
1743,Sonnets,125.0,"For compound sweet forgoing simple savor,",1744.0,7,0.0,0.625,0.375,0.4588,forgo,compound savor,,compound sweet forgo simple savor 
1744,Sonnets,125.0,"Pitiful thrivers, in their gazing spent?",1745.0,8,0.39,0.61,0.0,-0.4939,spend,thriver gazing,,pitiful thriver gazing spend 
1745,Sonnets,125.0,"No, let me be obsequious in thy heart,",1746.0,9,0.239,0.761,0.0,-0.296,let,heart,, let obsequious thy heart 
1746,Sonnets,125.0,"And take thou my oblation, poor but free,",1747.0,10,0.164,0.48,0.356,0.5267,take,oblation,,thou oblation poor free 
1747,Sonnets,125.0,"Which is not mix'd with seconds, knows no art,",1748.0,11,0.216,0.784,0.0,-0.296,know,mix'd second art,,mix d second know art 
1748,Sonnets,125.0,"But mutual render, only me for thee.",1749.0,12,0.0,1.0,0.0,0.0,,render,only,mutual render thee 
1749,Sonnets,125.0,"Hence, thou suborn'd informer, a true soul",1750.0,13,0.0,0.641,0.359,0.4215,,soul,hence, thou suborn d informer true soul
1750,Sonnets,125.0,When most impeach'd stands least in thy control.,1751.0,14,0.0,1.0,0.0,0.0,,stand control,when,impeach d stand thy control 
1751,Sonnets,126.0,"O thou, my lovely boy, who in thy power",1752.0,1,0.0,0.648,0.352,0.5859,,boy power,,o thou lovely boy thy power
1752,Sonnets,126.0,"Dost hold Time's fickle glass, his sickle, hour;",1753.0,2,0.0,1.0,0.0,0.0,hold,dost glass sickle hour,,dost hold Time fickle glass sickle hour 
1753,Sonnets,126.0,"Who hast by waning grown, and therein show'st",1754.0,3,0.0,1.0,0.0,0.0,wane grow,hast,therein,hast wane grow show st
1754,Sonnets,126.0,Thy lovers withering as thy sweet self grow'st;,1755.0,4,0.0,0.484,0.516,0.7506,wither,lover self grow'st,,Thy lover wither thy sweet self grow st 
1755,Sonnets,126.0,If Nature (sovereign mistress over wrack),1756.0,5,0.0,1.0,0.0,0.0,,mistress wrack,,Nature sovereign mistress wrack 
1756,Sonnets,126.0,"As thou goest onwards still will pluck thee back,",1757.0,6,0.0,1.0,0.0,0.0,will pluck thee,,onwards still,thou goest onwards pluck thee 
1757,Sonnets,126.0,"She keeps thee to this purpose, that her skill",1758.0,7,0.0,1.0,0.0,0.0,keep,purpose skill,,keep thee purpose skill
1758,Sonnets,126.0,May Time disgrace and wretched minutes kill.,1759.0,8,0.612,0.388,0.0,-0.836,May disgrace kill,minute,,Time disgrace wretched minute kill 
1759,Sonnets,126.0,"Yet fear her, O thou minion of her pleasure,",1760.0,9,0.248,0.465,0.287,0.128,fear,minion pleasure,,fear o thou minion pleasure 
1760,Sonnets,126.0,"She may detain, but not still keep, her treasure!",1761.0,10,0.158,0.584,0.258,0.2942,may detain keep,treasure,still,detain treasure 
1761,Sonnets,126.0,"Her audit (though delay'd) answer'd must be,",1762.0,11,0.0,1.0,0.0,0.0,must,audit,,audit delay d answer d 
1762,Sonnets,126.0,And her quietus is to render thee.,1763.0,12,0.0,1.0,0.0,0.0,render,quietus,,quietus render thee 
1763,Sonnets,126.0,(. . . . . . . . . .),1764.0,13,0.0,1.0,0.0,0.0,,,, 
1764,Sonnets,126.0,(. . . . . . . . . .),1765.0,14,0.0,1.0,0.0,0.0,,,, 
1765,Sonnets,127.0,"In the old age black was not counted fair,",1766.0,1,0.197,0.803,0.0,-0.2411,count,age black,,old age black count fair 
1766,Sonnets,127.0,Or if it were it bore not beauty's name;,1767.0,2,0.2,0.8,0.0,-0.25,,beauty name,,bore beauty 
1767,Sonnets,127.0,"But now is black beauty's successive heir,",1768.0,3,0.0,0.694,0.306,0.3919,,beauty heir,now,black beauty successive heir 
1768,Sonnets,127.0,"And beauty slander'd with a bastard shame,",1769.0,4,0.493,0.224,0.284,-0.4215,slander'd,beauty shame,,beauty slander d bastard shame 
1769,Sonnets,127.0,"For since each hand hath put on nature's power,",1770.0,5,0.0,0.714,0.286,0.4939,put,hand hath nature power,,hand hath nature power 
1770,Sonnets,127.0,"Fairing the foul with art's false borrow'd face,",1771.0,6,0.0,1.0,0.0,0.0,fair,foul art face,,fair foul art false borrow d face 
1771,Sonnets,127.0,"Sweet beauty hath no name, no holy bow'r,",1772.0,7,0.289,0.263,0.447,0.5267,hath,beauty name,,sweet beauty hath holy bow r 
1772,Sonnets,127.0,"But is profan'd, if not lives in disgrace.",1773.0,8,0.0,0.67,0.33,0.5334,live,disgrace,,profan d live disgrace 
1773,Sonnets,127.0,"Therefore my mistress' eyes are raven black,",1774.0,9,0.0,1.0,0.0,0.0,raven,mistress eye,therefore,mistress eye raven black 
1774,Sonnets,127.0,"Her eyes so suited, and they mourners seem",1775.0,10,0.286,0.714,0.0,-0.4215,seem,eye mourner,so,eye suited mourner
1775,Sonnets,127.0,"At such who, not born fair, no beauty lack,",1776.0,11,0.285,0.334,0.38,0.3455,bear,beauty lack,, bear fair beauty lack 
1776,Sonnets,127.0,Sland'ring creation with a false esteem:,1777.0,12,0.0,0.656,0.344,0.2732,sland're,creation esteem,,sland re creation false esteem 
1777,Sonnets,127.0,"Yet so they mourn, becoming of their woe,",1778.0,13,0.495,0.505,0.0,-0.7076,mourn become,woe,yet,mourn woe 
1778,Sonnets,127.0,That every tongue says beauty should look so.,1779.0,14,0.0,0.648,0.352,0.5859,say should look,tongue beauty,so,tongue say beauty look 
1779,Sonnets,128.0,"How oft when thou, my music, music play'st",1780.0,1,0.0,1.0,0.0,0.0,,music music play'st,how oft when,oft thou music music play st
1780,Sonnets,128.0,Upon that blessed wood whose motion sounds,1781.0,2,0.0,0.606,0.394,0.5994,bless sound,wood motion,,bless wood motion sound
1781,Sonnets,128.0,With thy sweet fingers when thou gently sway'st,1782.0,3,0.0,0.5,0.5,0.7184,,finger,when gently,thy sweet finger thou gently sway st
1782,Sonnets,128.0,"The wiry concord that mine ear confounds,",1783.0,4,0.0,1.0,0.0,0.0,confound,concord ear,,wiry concord ear confound 
1783,Sonnets,128.0,Do I envy those jacks that nimble leap,1784.0,5,0.259,0.741,0.0,-0.2732,envy,jack,,envy jack nimble leap
1784,Sonnets,128.0,"To kiss the tender inward of thy hand,",1785.0,6,0.0,0.5,0.5,0.7184,kiss,tender inward hand,,kiss tender inward thy hand 
1785,Sonnets,128.0,"Whilst my poor lips, which should that harvest reap,",1786.0,7,0.279,0.721,0.0,-0.4767,should,lip harvest reap,,whilst poor lip harvest reap 
1786,Sonnets,128.0,At the wood's boldness by thee blushing stand.,1787.0,8,0.0,0.737,0.263,0.3612,blush,wood boldness stand,,wood boldness thee blush stand 
1787,Sonnets,128.0,To be so tickled they would change their state,1788.0,9,0.0,1.0,0.0,0.0,would change,state,so,tickled change state
1788,Sonnets,128.0,"And situation with those dancing chips,",1789.0,10,0.0,1.0,0.0,0.0,,situation dancing chip,,situation dancing chip 
1789,Sonnets,128.0,"O'er whom thy fingers walk with gentle gait,",1790.0,11,0.0,0.707,0.293,0.4404,walk,finger gait,,O er thy finger walk gentle gait 
1790,Sonnets,128.0,Making dead wood more blest than living lips:,1791.0,12,0.381,0.619,0.0,-0.6486,make,wood living lip,more,make dead wood bl living lip 
1791,Sonnets,128.0,"Since saucy jacks so happy are in this,",1792.0,13,0.0,0.596,0.404,0.6948,,jack,,saucy jack happy 
1792,Sonnets,128.0,"Give them thy fingers, me thy lips to kiss.",1793.0,14,0.0,0.741,0.259,0.4215,give lip kiss,finger,,thy finger thy lip kiss 
1793,Sonnets,129.0,Th' expense of spirit in a waste of shame,1794.0,1,0.468,0.397,0.135,-0.6369,,th expense spirit waste shame,,th expense spirit waste shame
1794,Sonnets,129.0,"Is lust in action, and till action, lust",1795.0,2,0.0,1.0,0.0,0.0,,lust action action lust,,lust action till action lust
1795,Sonnets,129.0,"Is perjur'd, murd'rous, bloody, full of blame,",1796.0,3,0.515,0.485,0.0,-0.6486,,blame,,perjur d murd rous bloody blame 
1796,Sonnets,129.0,"Savage, extreme, rude, cruel, not to trust,",1797.0,4,0.806,0.194,0.0,-0.91,trust,savage,,savage extreme rude cruel trust 
1797,Sonnets,129.0,"Enjoy'd no sooner but despised straight,",1798.0,5,0.49,0.286,0.224,-0.4215,enjoy'd despise,,no sooner straight,enjoy d sooner despise straight 
1798,Sonnets,129.0,"Past reason hunted, and no sooner had,",1799.0,6,0.268,0.732,0.0,-0.296,,reason,no sooner,past reason hunted sooner 
1799,Sonnets,129.0,Past reason hated as a swallowed bait,1800.0,7,0.457,0.543,0.0,-0.6369,hate swallow,reason bait,,past reason hate swallow bait
1800,Sonnets,129.0,On purpose laid to make the taker mad:,1801.0,8,0.314,0.686,0.0,-0.4939,lay make,purpose taker,,purpose lay taker mad 
1801,Sonnets,129.0,"Mad in pursuit and in possession so,",1802.0,9,0.348,0.652,0.0,-0.4939,,pursuit possession,so,mad pursuit possession 
1802,Sonnets,129.0,"Had, having, and in quest to have, extreme,",1803.0,10,0.0,1.0,0.0,0.0,have,,, have quest extreme 
1803,Sonnets,129.0,"A bliss in proof, and prov'd, a very woe,",1804.0,11,0.262,0.424,0.314,0.1548,,bliss proof woe,very,bliss proof prov d woe 
1804,Sonnets,129.0,"Before, a joy propos'd, behind, a dream.",1805.0,12,0.0,0.341,0.659,0.7003,,joy propos'd dream,behind, joy propos d dream 
1805,Sonnets,129.0,"All this the world well knows, yet none knows well",1806.0,13,0.0,0.656,0.344,0.4939,know know,world none,well well,world know know
1806,Sonnets,129.0,To shun the heaven that leads men to this hell.,1807.0,14,0.327,0.476,0.196,-0.4939,shun lead,man hell,,shun heaven lead man hell 
1807,Sonnets,130.0,My mistress' eyes are nothing like the sun;,1808.0,1,0.232,0.768,0.0,-0.2755,,mistress eye sun,,mistress eye like sun 
1808,Sonnets,130.0,Coral is far more red than her lips' red;,1809.0,2,0.0,1.0,0.0,0.0,,lip red,far more,Coral far red lip red 
1809,Sonnets,130.0,"If snow be white, why then her breasts are dun;",1810.0,3,0.0,1.0,0.0,0.0,dun,snow breast,why then,snow white breast dun 
1810,Sonnets,130.0,"If hairs be wires, black wires grow on her head.",1811.0,4,0.0,1.0,0.0,0.0,be grow,hair wire wire head,,hair wire black wire grow head 
1811,Sonnets,130.0,"I have seen roses damask'd, red and white,",1812.0,5,0.0,1.0,0.0,0.0,see,rose damask'd,,see rose damask d red white 
1812,Sonnets,130.0,"But no such roses see I in her cheeks,",1813.0,6,0.286,0.714,0.0,-0.4215,see,rose cheek,,rose cheek 
1813,Sonnets,130.0,And in some perfumes is there more delight,1814.0,7,0.0,0.625,0.375,0.6361,,perfume delight,,perfume delight
1814,Sonnets,130.0,Than in the breath that from my mistress reeks.,1815.0,8,0.0,1.0,0.0,0.0,reek,breath mistress,,breath mistress reek 
1815,Sonnets,130.0,"I love to hear her speak, yet well I know",1816.0,9,0.0,0.488,0.512,0.743,love hear speak know,,,love hear speak know
1816,Sonnets,130.0,That music hath a far more pleasing sound;,1817.0,10,0.0,0.619,0.381,0.5709,,music sound,far more,music hath far pleasing sound 
1817,Sonnets,130.0,"I grant I never saw a goddess go,",1818.0,11,0.0,0.615,0.385,0.3612,grant see go,goddess,never,grant see goddess 
1818,Sonnets,130.0,My mistress when she walks treads on the ground.,1819.0,12,0.0,1.0,0.0,0.0,walk,mistress tread ground,when,mistress walk tread ground 
1819,Sonnets,130.0,"And yet, by heaven, I think my love as rare",1820.0,13,0.0,0.483,0.517,0.8176,think,love,yet, heaven think love rare
1820,Sonnets,130.0,As any she belied with false compare.,1821.0,14,0.0,1.0,0.0,0.0,belie,compare,,belie false compare 
1821,Sonnets,131.0,"Thou art as tyrannous, so as thou art,",1822.0,1,0.0,1.0,0.0,0.0,,art,so,Thou art tyrannous thou art 
1822,Sonnets,131.0,As those whose beauties proudly make them cruel;,1823.0,2,0.241,0.316,0.443,0.4939,make,beauty,proudly,beauty proudly cruel 
1823,Sonnets,131.0,For well thou know'st to my dear doting heart,1824.0,3,0.0,0.598,0.402,0.5719,dote,heart,,thou know st dear dote heart
1824,Sonnets,131.0,Thou art the fairest and most precious jewel.,1825.0,4,0.0,0.47,0.53,0.7764,art,jewel,most,Thou art fair precious jewel 
1825,Sonnets,131.0,"Yet in good faith some say that thee behold,",1826.0,5,0.0,0.551,0.449,0.6908,say,faith behold,,good faith thee behold 
1826,Sonnets,131.0,Thy face hath not the power to make love groan;,1827.0,6,0.0,0.682,0.318,0.6369,thy make,face hath power love groan,,thy face hath power love groan 
